nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Enrique Ocasio Carrion,enrique443916@viajes.cl,2oEueBJIlN,enrique6315442,+56 9 0538 5720,19913398,,Diurno,Fonasa,Full time,5
Andrés Burgos Velázquez,anbuve503@viajes.cl,vrX80NeQvD8PNbb,anbuve796,+56 9 7236 2851,20909610,,Nocturno,Colmena,,2
Amalia Ceballos Ulibarri,amceul498@viajes.cl,Y7szs15pgWw,amalia9946291,+56 9 9991 6627,23136769,,Nocturno,Fonasa,Full time,1
Alfonso Razo Laureano,alfonso3241121@wass.com,5uIEoeoBqWdMia,alfonso4889612,+56 9 9519 0905,17962606,,,,,3
Sra. Santiago Zapata Mora,srsazamo562@viajes.cl,yDBabY6U4QG1mMt,Sra.mora195,+56 9 7027 2224,23214152,,Nocturno,Más vida,Full time,2
Sta. Vicente Fonseca Guillen,stvifogu269@viajes.cl,uwJ5lPc4,stvifogu106,+56 9 2274 3886,21546848,,Nocturno,Colmena,Full time,8
Mariana Roldán Matías,maroma719@viajes.cl,eLzbR9KGER0,Marianamatías396,,16837655,,Nocturno,Consalud,Part time,3
Gregorio Gallardo Oquendo,gregorio4266951@viajes.cl,OPNcVJ5r0,grgaoq258,+56 2 2978 6895,14520192,,Nocturno,Fonasa,Full time,6
Alberto Arenas Franco,Albertofranco136@wass.com,5c9thbOp01EJcp,alarfr227,+56 9 0465 3969,29969009,,,,,1
Sra. Lilia Venegas Yáñez,sra.6232546@viajes.cl,oLsh5Cbltk7B,Sra.yáñez393,+56 9 9195 2091,27476031,,Nocturno,Más vida,Part time,1
Victoria Ramón Alcántar,viraal382@outluc.com,Gu9R2KSbQuRgTF,Victoriaalcántar529,+56 2 7935 0790,11543149,-6030,,,,8
Octavio Nava Sanches,Octaviosanches648@viajes.cl,GeNMe8o03wwh,Octaviosanches518,+56 9 9033 9137,21863754,,Diurno,Más vida,Full time,K
Esteban Delarosa Vargas,Estebanvargas460@edubus.cal,KXmBDZw4S,Estebanvargas433,+56 2 6902 8702,10197720,,,,,K
Cristian Gamez Barrios,cristian8155942@viajes.cl,JwqQE64Ca9Yq,cristian5989737,+56 2 1285 3309,11187170,,Diurno,Colmena,Full time,1
Ramona Gómez Riojas,Ramonariojas144@viajes.cl,IRF8ZCvOi6ubydMp,ramona172547,+56 2 7617 1188,19042724,,Nocturno,Fonasa,,2
Jesús Menchaca Pelayo,jemepe848@tourket.com,ThG4G7KkMbbGH,jesús1002822,+56 9 2865 9972,11683882,,,,,6
Carolina Ayala Rosado,Carolinarosado152@viajes.cl,TF0dEXy2ZFLT,caayro568,+56 9 4310 0151,27855441,,Nocturno,Fonasa,Full time,4
Cristina Negrete Paredes,crnepa833@viajes.cl,wwz886wXc,cristina6709110,+56 2 8912 2616,20860978,,Diurno,Banmédica,Full time,5
Inés Ornelas Beltrán,inés5019540@viajes.cl,9ZSzCut2,inés125160,+56 2 4303 1245,13684125,,Diurno,Colmena,Full time,4
Pablo Riojas Naranjo,Pablonaranjo381@viajes.cl,XpzlkkezFV4Ty,Pablonaranjo845,+56 2 2295 8390,15135050,,Nocturno,Fonasa,Part time,K
Roberto de Jesús Brito,roberto9633370@viajes.cl,Pm3XtfETUk96hnB,roberto7664958,+56 2 8010 3246,18475780,,Nocturno,Más vida,,K
Susana Heredia Márquez,suhemá328@viajes.cl,f4RB0LwIZgVC,Susanamárquez647,+56 9 9958 4603,20051799,,Diurno,Consalud,Part time,7
Javier Hernández Murillo,jahemu317@viajes.cl,IYFCH9uQWYqf,Javiermurillo242,+56 2 8892 3636,24568926,,Nocturno,Más vida,Full time,8
Cecilia Camacho Padilla,cecapa266@viajes.cl,PDl7aLe8CcAAOLM,Ceciliapadilla318,+56 9 5071 4832,19200961,,Nocturno,Consalud,Full time,8
Leticia Luna Mascareñas,leluma183@viajes.cl,fpuMJlD6F9qa09X,leticia7538830,+56 2 4089 2669,25842233,,Nocturno,Consalud,Part time,3
Ernesto Saldivar Velasco,ersave294@viajes.cl,gYKq7aaC53R8Ewd,Ernestovelasco834,+56 9 1733 2321,27906944,,Nocturno,Más vida,Part time,7
Adriana Valladares Collazo,advaco685@viajes.cl,gD6T4QW3GqxnGQ,Adrianacollazo578,+56 9 4642 2488,16862966,,Nocturno,Consalud,Part time,4
Guillermina Torres Salcedo,gutosa423@viajes.cl,jKZG16QFroACB,guillermina4229880,+56 9 5552 1659,18350517,,Nocturno,Colmena,Full time,3
Raúl Rodarte Caraballo,Raúlcaraballo974@marmol.com,OnmLkhysx3Bto,raroca962,+56 9 0089 5098,10047080,,,,,2
María del Carmen Marroquín Villareal,madecamavi101@viajes.cl,aJ0j4Ycj,maría7199915,+56 2 7750 5748,15561447,,Diurno,Colmena,Part time,1
Emilio Santacruz Tijerina,Emiliotijerina676@viajes.cl,oS31pSky4,Emiliotijerina655,+56 2 1891 5415,12759784,,Nocturno,Fonasa,Part time,7
Benjamín Orozco Jiménez,Benjamínjiménez670@viajes.cl,ZyFrRYX7M,Benjamínjiménez338,+56 2 1213 4417,28610642,,Diurno,Colmena,Full time,0
Sara Rivera Lozada,sara3658705@viajes.cl,8YANj3j0MX,Saralozada778,+56 2 1769 8381,17963713,,Nocturno,Consalud,Full time,8
David Barreto Piña,david6622548@viajes.cl,gjUG2XI0WO,Davidpiña569,+56 2 7694 9061,28212244,,Nocturno,Consalud,Full time,8
Lucia Mena Bañuelos,Luciabañuelos420@viajes.cl,ZzRi8kKzCtjxehUe,lumeba317,+56 9 2542 1089,14521266,,Nocturno,Colmena,Part time,9
Ignacio Salinas Preciado,Ignaciopreciado651@viajes.cl,qS7UhPQJTzumVP,igsapr548,+56 9 6640 5677,11732682,,Nocturno,Más vida,Full time,9
Sr. Germán Piña Limón,srgepili368@viajes.cl,oOPNFCzV287Wkl6w,Sr.limón601,+56 2 9579 2626,17774502,,Diurno,Fonasa,Part time,2
Sta. Marisol Elizondo Acevedo,Sta.acevedo242@tourket.com,D17vXRKMAEV,stmaelac130,+56 2 8739 2749,24638537,,,,,8
Dorotea Aguilera Negrete,doagne287@edubus.cal,uXzDK8agl,Doroteanegrete644,+56 9 3694 8078,16025266,,,,,9
Alberto Ybarra Miranda,alberto9508888@viajes.cl,k7G7xGhkW81,alberto7209565,+56 9 8873 5281,10398228,,Nocturno,Fonasa,Full time,6
Isabela Castañeda Gómez,isabela200738@viajes.cl,SlLPxbWFNEyw107,iscagó130,+56 9 4702 9104,22378397,,Nocturno,Consalud,Full time,K
Francisco Medina Piña,francisco4781858@viajes.cl,jo31hyE6J,frmepi631,+56 9 0326 8552,29513778,,Nocturno,Fonasa,Part time,9
Alicia Velásquez Olvera,alveol354@marmol.com,kSIwxYAyNaG7d8V,alveol588,+56 2 1153 1172,21278817,-23256,,,,1
Gustavo Ayala Zelaya,Gustavozelaya652@edubus.cal,Jb0nmb2F,guayze791,+56 9 8838 0170,20354039,,,,,6
Sofia Negrón Rendón,sofia428873@viajes.cl,zS4qCJ0i,sonere491,,13090931,,Nocturno,Colmena,Part time,0
Sta. Caridad Toro Garibay,Sta.garibay963@viajes.cl,HHfi2QT6tsqf,Sta.garibay803,+56 2 4023 4067,13417455,,Nocturno,Consalud,Full time,2
María Elena Guerrero Rendón,Maríarendón820@viajes.cl,bit0fVzTw,maría653550,+56 2 7357 6281,29814494,,Diurno,,Part time,8
María Eugenia Ramón Venegas,maeurave578@viajes.cl,OBcexAqgY7d,maría3409672,+56 2 5906 2491,16301239,,Diurno,,,1
Ernesto Casas Vargas,ercava760@viajes.cl,P1ao7aZjd,Ernestovargas540,+56 2 0357 5592,22865325,,Diurno,Fonasa,Part time,K
Sra. Martín Vargas Muñoz,Sra.muñoz859@viajes.cl,EIkBWiyuzq4H5,Sra.muñoz485,+56 9 9707 9455,22792653,,Diurno,Fonasa,Full time,8
Timoteo Espinosa Lara,Timoteolara285@viajes.cl,SuwcQVKn6,tiesla688,+56 2 5063 9914,17186265,,Diurno,Fonasa,Part time,5
Marta Tello Corral,marta7708109@viajes.cl,iIyj3RM1XYC,Martacorral207,+56 9 9994 6377,16618349,,Nocturno,Consalud,Full time,9
Lola Agosto Segovia,Lolasegovia453@tourket.com,WzL0a3UG,Lolasegovia779,+56 9 5824 4704,24914050,-19271,,,,3
Maricarmen Carbajal Villanueva,maricarmen1043921@outluc.com,WKTk2ez7AiP,maricarmen9791138,+56 2 9262 3820,29536368,-3555,,,,1
Sra. César Olmos Pedroza,sra.8471206@viajes.cl,kdXEZz1dFEmIb2,sra.7449922,+56 2 9781 7036,20900730,,Diurno,Colmena,Part time,4
Dorotea Aragón Montemayor,dorotea3969297@viajes.cl,yHZSm0N8Pap7w1u,dorotea7633422,+56 2 2214 7437,24485251,,Diurno,Banmédica,Part time,3
Sr. Manuel Alcala Rivas,sr.7819604@viajes.cl,WDMcn7V4xMuCOZ,sr.5882135,+56 9 3414 7535,13910879,,Nocturno,Más vida,Part time,5
María Teresa Paredes Cavazos,Maríacavazos182@viajes.cl,oT2uFYlpxD7,matepaca882,+56 2 6624 6987,13330172,,Nocturno,Más vida,Part time,0
Soledad Jaimes Narváez,Soledadnarváez137@viajes.cl,NGXKOe7LhzB06D6,Soledadnarváez303,+56 2 7609 6248,19154777,,Nocturno,Fonasa,,2
Lorenzo Camarillo Iglesias,Lorenzoiglesias999@viajes.cl,Y8NKykX7RQlm9WkC,locaig804,+56 2 0888 5900,13232011,,Nocturno,Más vida,Part time,K
Leonor Tamayo Lira,Leonorlira295@viajes.cl,07vDX6qVOkc,letali698,,18443773,,Nocturno,Consalud,Part time,2
Santiago Rojas Lomeli,Santiagolomeli422@viajes.cl,2jjQofcCOxdcz4,Santiagolomeli657,+56 9 2777 1556,27049894,,Diurno,Banmédica,,9
Gregorio Roldán Delvalle,grrode416@viajes.cl,YxdCf45E,Gregoriodelvalle381,+56 9 1673 3594,12002207,,Diurno,Colmena,Part time,5
Sra. Rosario Guajardo Tirado,srroguti835@tourket.com,Ncif0KrVQ5y,sra.2008482,+56 2 1399 0236,22541519,,,,,6
Sta. Jesús Navarrete Fajardo,sta.6977909@viajes.cl,m41WPTmKwL,stjenafa744,+56 9 7575 5732,28848912,,Nocturno,Banmédica,Part time,2
Julio Montalvo Alanis,jumoal497@viajes.cl,YkThq8g7CdIaR,Julioalanis527,+56 9 8419 2691,26915735,,Nocturno,Fonasa,Part time,6
José Iglesias Alonso,Joséalonso117@viajes.cl,uWdMrSG5P9qPsEr,joigal681,+56 2 8743 4969,22380136,,Nocturno,Más vida,Full time,6
Eduardo Angulo Padilla,edanpa631@viajesanma.com,0u4Sk5St,eduardo6546558,+56 9 1701 5807,28100341,,,,,0
Juana Matos Velasco,Juanavelasco558@viajes.cl,vgJaTfHN1utSH2,juana2096236,+56 2 4831 2268,18409275,,Nocturno,Consalud,Part time,1
Sr. Cristina Molina Nava,sr.3211682@viajes.cl,crTqhJ09K0s,Sr.nava627,+56 9 1580 6760,18306509,,Diurno,Banmédica,Part time,2
Luis Miguel Ramírez Perales,luis7165789@viajes.cl,1FyWpKm4,lumirape350,+56 2 6696 2697,18790949,,Nocturno,Fonasa,Part time,K
Agustín Gaytán Meraz,agustín1537237@viajes.cl,EKdmTWM8,Agustínmeraz809,+56 2 1166 2926,21970402,,Diurno,Fonasa,Part time,K
Marisol Bustos Cabrera,mabuca319@viajes.cl,b5dSilF2MRqIje,mabuca779,+56 2 9086 2781,11101718,,Nocturno,Colmena,Full time,2
Margarita Robles Peralta,Margaritaperalta319@viajes.cl,I6pBbauY5dB,marope122,+56 9 2333 5755,23005031,,Diurno,Banmédica,Full time,7
Sr. Lucia Abreu Treviño,Sr.treviño590@viajes.cl,z1VbpljRjtj8,srluabtr394,+56 2 8528 5707,24109392,,Nocturno,Colmena,Part time,1
Agustín Robles Acevedo,agustín5168816@viajes.cl,VUARnL50D3o0ssZ,Agustínacevedo623,+56 2 8180 4505,16840211,,Nocturno,Más vida,Full time,2
Samuel Barrios Tello,samuel955149@viajes.cl,0tBXcnT4,samuel7040452,,11163147,,,Colmena,Full time,6
Jesús Lebrón Ayala,Jesúsayala953@viajes.cl,MNUXQOj0l8sLtL,jeleay184,+56 2 3434 6740,22317012,,Diurno,Fonasa,Full time,9
Benjamín Griego Coronado,Benjamíncoronado313@viajes.cl,9e0PaK4AO,Benjamíncoronado630,+56 9 8033 2076,15730226,,Diurno,Banmédica,Full time,4
Enrique Calvillo Ledesma,encale987@viajes.cl,LHSb3Rd3I2F,encale831,+56 2 4731 2030,13964436,,Diurno,Banmédica,Part time,0
Patricia Galindo Banda,pagaba879@viajes.cl,LW76RWdX,Patriciabanda392,+56 9 8253 0041,26861469,,Nocturno,,,9
Salvador Carrillo Razo,sacara440@viajesanma.com,gWrA9NVbYTmBIFlQ,salvador1514997,+56 9 8589 5169,25403622,-6730,,,,6
María Cristina Miramontes Delrío,Maríadelrío618@viajes.cl,6tOIAMokqQlo,macrmide442,,15126051,,Diurno,Consalud,Full time,9
Rocio Baeza Morales,robamo385@edubus.cal,4HS6M2mYrb8K,rocio9568414,+56 2 9592 6688,27545702,-460,,,,7
Silvia Gurule Arroyo,silvia691821@viajes.cl,QnAj5rn5C49sb,silvia6858122,+56 2 5135 5732,14433643,,,Más vida,Part time,7
Hugo Espinoza Cardona,huesca862@viajes.cl,6vAC42sGmy,huesca284,+56 2 0485 2934,14455255,,Nocturno,Banmédica,Part time,5
Enrique Cepeda Perea,encepe820@viajes.cl,M8klaGK6diT,enrique4561467,+56 2 8382 7220,27898411,,Diurno,Más vida,Full time,7
Enrique Cruz Sotelo,Enriquesotelo831@tourket.com,flcEVZChyTbuY7,encrso213,+56 2 5617 5242,27965046,-3199,,,,8
Alberto Aponte Delarosa,alapde215@viajes.cl,0Y3b8pwSMqLslo9s,alberto224604,+56 9 3452 0626,25360871,,Diurno,Consalud,,4
Alejandro Ramos Gálvez,alragá795@marmol.com,wtvcEf7ArJbXy,Alejandrogálvez870,+56 9 8179 0592,27334479,,,,,9
Sra. Dorotea Cabrera Rodarte,sra.5833903@marmol.com,q0m7s7IVFdjm,srdocaro168,+56 2 6556 7981,14207251,,,,,3
Sr. Gabriela Samaniego Armenta,Sr.armenta518@tourket.com,lMgnQoK54QtuD,sr.7334257,+56 2 1464 7662,21913760,,,,,5
Juan Navarro Olivárez,juan8830456@viajes.cl,3hB084hC,juan9747337,+56 2 9594 3032,27371990,,Nocturno,,Full time,3
Sta. Luis Miguel Terrazas Malave,stlumitema624@viajesanma.com,znDRzGYYx8yuuF6,sta.1847516,+56 9 4648 7709,28124156,,,,,7
Carlos Montemayor Rosales,Carlosrosales796@viajes.cl,unndn74TQDYleA,Carlosrosales413,+56 9 4304 0055,24265028,,Nocturno,Banmédica,Full time,K
Manuel Bustos Ayala,manuel2609542@viajes.cl,0b3Gkjjh1jxz8,manuel4089184,+56 9 9000 7932,20613388,,Nocturno,Consalud,Part time,0
Lourdes Zavala Jimínez,Lourdesjimínez985@viajes.cl,EnUU2AWWubiR,Lourdesjimínez627,+56 2 7333 5468,15229199,,Diurno,Consalud,Full time,K
Sr. Fernando Negrón Burgos,sr.9387177@viajes.cl,4HMHU4mEG,Sr.burgos144,+56 9 1944 2824,24619719,,,Fonasa,Full time,9
Octavio Delafuente Santillán,octavio917278@viajes.cl,f76bPikJDfQ0g2OP,Octaviosantillán507,+56 2 1296 5089,21739741,,Diurno,Más vida,Full time,3
Diana Rascón Farías,Dianafarías798@viajes.cl,95PqjZgSYjoVc0r0,Dianafarías768,+56 2 8008 0799,27803491,,Nocturno,,Part time,7
Sr. Rosalia Monroy Yáñez,srromoyá724@viajesanma.com,5ZOC5MwOGLV4n,sr.1738765,+56 9 9329 3740,23181324,-7975,,,,1
Clemente Malave Granados,clmagr532@viajes.cl,8YB3uDYuESqN5g,clmagr638,+56 9 1727 4361,27841724,,Diurno,,Full time,7
Alberto Candelaria Tejada,alberto1905433@edubus.cal,Rq5yv3IZZk,alcate181,+56 2 0032 0663,21063777,,,,,K
José Eduardo Cavazos Aguayo,Joséaguayo991@viajes.cl,Q1t0tU6r,josé6562661,+56 9 2560 7092,25414294,,Nocturno,Fonasa,,8
Alfredo Hernandes Benavídez,Alfredobenavídez720@viajes.cl,Fm8mi00EdQlNxa0L,alhebe227,+56 9 8736 9625,23921538,,Diurno,Banmédica,Part time,6
Gabriela Vega Alcaraz,Gabrielaalcaraz113@marmol.com,j6R0sYdUz0g2gZF,gabriela4378903,+56 2 8588 5365,10036640,-10313,,,,1
Sta. Jerónimo Tirado Longoria,stjetilo156@viajes.cl,9DjfEmD2oJAF,stjetilo487,+56 9 3509 8480,19394301,,Diurno,Fonasa,Part time,2
Jaime Pabón Mena,japame454@viajes.cl,C3C5ksgU,Jaimemena427,,21045080,,Diurno,Fonasa,Part time,7
Sta. Lola Fajardo Bañuelos,Sta.bañuelos977@viajes.cl,MJFl7hjh01eQW4,Sta.bañuelos701,+56 2 8279 4445,25793995,,Nocturno,,Full time,2
Amalia Alaniz Zelaya,amalia8748810@viajes.cl,aP07a1hy2rkTM,amalia4786348,+56 2 4420 9506,10085267,,,Banmédica,,5
Sta. Francisco Ledesma Galindo,stfrlega769@viajes.cl,qY72M3ua,sta.5931727,+56 9 8370 0870,12377437,,Nocturno,Consalud,Part time,K
Jesús Galindo Galindo,Jesúsgalindo553@viajes.cl,j7WQ1f7PKN,jesús2329280,+56 2 3045 5152,28262508,,Nocturno,,Full time,3
Mateo Cortez Enríquez,Mateoenríquez341@tourket.com,HeT8pBtrFi3py1H,macoen727,+56 9 9664 6561,14148680,-8596,,,,2
Sta. Beatriz Lara Lucero,Sta.lucero377@viajes.cl,0pHKTXyp8gJb8Mv,stbelalu544,+56 2 6213 2284,22939368,,Nocturno,Más vida,Part time,5
Victoria Valenzuela Badillo,victoria271239@viajes.cl,nNEwG9kBwVODMaPo,victoria3137587,+56 2 6773 1553,12243504,,Diurno,Colmena,,0
Sra. Alejandra Paz Griego,sra.7140916@viajes.cl,HoL8ZP0xElzDOiIT,sra.7469780,+56 2 0308 6254,19208730,,,Más vida,Full time,9
Sta. Lourdes Balderas Valenzuela,Sta.valenzuela184@viajes.cl,k8bPOhOcdm0,sta.457215,+56 2 8143 1700,13230651,,Nocturno,Banmédica,Full time,6
Concepción Acevedo Sepúlveda,concepción766750@viajes.cl,BErGK3dTQ,concepción8426335,+56 2 4300 1099,18390422,,Diurno,Consalud,Part time,1
Adán Botello de Jesús,adán1013962@viajes.cl,hTA2AXcpeBcrW,adán3452825,+56 9 8745 0899,15313970,,Diurno,,Full time,9
Salvador Razo Sisneros,Salvadorsisneros837@viajes.cl,TWWpai8Ahy06L,Salvadorsisneros277,+56 9 4555 4027,15776272,,Nocturno,Fonasa,Full time,9
Julio Arce Roldán,Julioroldán951@outluc.com,ctPM2n8l8,Julioroldán816,+56 2 5833 7602,19381732,,,,,7
César Badillo Hurtado,cébahu990@viajes.cl,5wW73OJr3QD27mSZ,Césarhurtado886,+56 9 0594 7201,27497468,,Diurno,Fonasa,Part time,0
Teodoro Zaragoza Páez,Teodoropáez479@viajes.cl,hQvBwMEqg4,Teodoropáez140,+56 2 7939 2446,14648396,,Nocturno,Banmédica,Part time,8
Marco Antonio Gil Cantú,maangica654@viajes.cl,nyZNJeHo1c0,maangica434,+56 9 8484 7218,18961213,,Nocturno,,Part time,3
Gerardo Dueñas Ortiz,geduor743@viajes.cl,AGLBk3Kx5,gerardo3150665,+56 9 7435 0074,18415185,,Diurno,Colmena,Part time,5
Ignacio Farías Ordóñez,Ignacioordóñez826@viajes.cl,5dzkzkV0KNt,ignacio6396912,+56 9 1125 8771,18254056,,Nocturno,Más vida,Full time,0
Yolanda Garay Saldaña,Yolandasaldaña566@viajes.cl,HCEg9yp1QKvSE,yolanda2799960,+56 2 4761 5615,11620727,,Diurno,,,3
Carolina Cantú Ocampo,carolina833891@viajesanma.com,okY2ZaFcu1mpwN,cacaoc880,,18990086,-7222,,,,4
Cristina Cadena Gamboa,cristina3540137@viajes.cl,PFxj1sLTqPdnw2J,Cristinagamboa508,+56 2 6631 1175,15952017,,Diurno,Consalud,Full time,K
Sta. Ramiro Navarro Casares,Sta.casares518@viajes.cl,08ZyogGPO8en,Sta.casares666,+56 9 3934 7517,19826604,,Nocturno,Colmena,Part time,3
Sonia Ulloa Quintana,Soniaquintana185@viajes.cl,nv9m6kU0SLdBS9,soulqu501,+56 2 5143 6043,21825553,,Nocturno,Colmena,Part time,1
Jerónimo Barragán Reséndez,jerónimo5779296@viajes.cl,DL9Tlj3K4U9aJIwx,jebare974,+56 9 5238 1110,20454362,,Diurno,Banmédica,Full time,3
Sta. Armando Madrid Alicea,Sta.alicea235@edubus.cal,N9cT5nHMs0Lgd0r2,sta.7581909,+56 2 4082 8240,22761104,,,,,9
Alejandro Olivas Molina,Alejandromolina571@viajes.cl,rVJ9ZUpoWzr4Z4x,alejandro6075919,+56 9 8240 2082,21664898,,Nocturno,Consalud,Full time,6
Marcela Granado Águilar,Marcelaáguilar314@edubus.cal,WTwR4q51,marcela8941652,+56 9 9756 7130,18000376,,,,,2
Rebeca Mena Abreu,Rebecaabreu983@viajes.cl,FXi3P32zYi,rebeca5043781,+56 2 5344 9359,28847141,,Diurno,,Part time,K
Lilia Magaña Jasso,lilia618791@viajesanma.com,ZBn9wmowgXKA9,lilia9771435,,11716466,-5780,,,,7
Felipe Escobedo Rojo,Feliperojo857@viajes.cl,FaHaq7Gp0ramuIc,felipe6535322,+56 2 1375 3594,29359751,,Diurno,Consalud,Full time,0
Eduardo Angulo Padilla,edanpa631@viajesanma.com,0u4Sk5St,eduardo6546558,+56 9 1701 5807,28100341,,,,,0
Agustín Robles Acevedo,agustín5168816@viajes.cl,VUARnL50D3o0ssZ,Agustínacevedo623,+56 2 8180 4505,16840211,,Nocturno,Más vida,Full time,2
Clemente Malave Granados,clmagr532@viajes.cl,8YB3uDYuESqN5g,clmagr638,+56 9 1727 4361,27841724,,Diurno,,Full time,7
Sta. Lola Fajardo Bañuelos,Sta.bañuelos977@viajes.cl,MJFl7hjh01eQW4,Sta.bañuelos701,+56 2 8279 4445,25793995,,Nocturno,,Full time,2
